,gene_id,hacat_stim_1,hacat_stim_2,hacat_unstim_1,hacat_unstim_2,myla_1,myla_2,naive_T_1,naive_T_2,GM12878,hacat_stim,hacat_unstim,myla,naive_T,gene_name
160,ENSG00000186166,,,,,,,0.0015350356903299995,,,0.00346309791044,0.008772393027870001,,,CCDC84
161,ENSG00000186174,0.0005182718669300001,3.61766907996e-07,2.0995332216199998e-07,7.86651264558e-14,,,3.2133232509199997e-31,1.91124284717e-29,3.4941881244199997e-09,1.61194463598e-09,4.9349148422099995e-21,,5.566479499649999e-31,BCL9L
162,ENSG00000187699,,,,,,,,,0.00298499686125,,,,,C2orf88
163,ENSG00000188612,,,,,,,,0.00028196430590099995,,,,,,SUMO2
164,ENSG00000189362,1.23290591807e-05,4.05160455563e-34,9.804314845030002e-07,1.97823133842e-34,0.0007068871573910001,,1.1112731703799999e-06,5.82288069628e-06,1.5404703204299999e-37,9.125776680889999e-35,6.39508590234e-38,0.000354170414438,7.45898412687e-10,NEMP2
165,ENSG00000196743,,0.0092696400921,,,,,,,,,,0.006815149958649999,0.0029826559614799996,GM2A
166,ENSG00000198130,0.004698303176239999,9.81208171369e-07,,7.09235692005e-06,0.00125127829993,0.000326269417616,0.000257577003252,,7.03408983751e-08,9.052362288010001e-10,1.2146246418599999e-07,3.6620657633900003e-06,2.60469234888e-05,HIBCH
167,ENSG00000198363,,,,,,,5.2012290334e-05,,,0.00359655779683,,,1.54777940533e-06,ASPH
168,ENSG00000198821,,,,,1.02436581253e-13,5.22575497104e-12,2.0492019439599998e-25,4.17841854872e-12,,,,5.1064851690500003e-17,5.74945246975e-26,CD247
169,ENSG00000204316,,,,,,,,,,,,,0.00114570180353,MRPL38
170,ENSG00000213186,,,,,3.9317973744e-05,,,,7.544325140439999e-11,,,4.82116504413e-07,,TRIM59
171,ENSG00000215375,,0.0033815943098299997,,,,0.0066695338985799995,,,0.000638735357376,0.000431994373532,7.609985241699999e-05,4.1396201157300005e-06,,MYL5
172,ENSG00000266714,,,,,,,,,,,,,0.0015793188634200001,MYO15B
173,ENSG00000267168,,,,,,,,,,,,,0.00848503804097,AC005837.2
174,ENSG00000274897,,,,,,,0.00345306131776,0.00388628937073,,7.56303237157e-05,,,2.2213473225e-06,PANO1
175,ENSG00000275023,,,,,,,,,2.88716383228e-05,,,,,MLLT6
176,ENSG00000283154,,2.9842779007700002e-06,,,,,,,,1.4609271925499999e-08,,,,IQCJ-SCHIP1
